Table ID,Table Title,Table Universe,Year
B27005,DIRECT-PURCHASE HEALTH INSURANCE BY SEX BY AGE,Universe: Civilian noninstitutionalized population,1
C27005,DIRECT-PURCHASE HEALTH INSURANCE BY SEX BY AGE,Universe: Civilian noninstitutionalized population,"1,5"
B27006,MEDICARE COVERAGE BY SEX BY AGE,Universe: Civilian noninstitutionalized population,1
C27006,MEDICARE COVERAGE BY SEX BY AGE,Universe: Civilian noninstitutionalized population,"1,5"
B27007,MEDICAID/MEANS-TESTED PUBLIC COVERAGE BY SEX BY AGE,Universe: Civilian noninstitutionalized population,1
C27007,MEDICAID/MEANS-TESTED PUBLIC COVERAGE BY SEX BY AGE,Universe: Civilian noninstitutionalized population,"1,5"
B27008,TRICARE/MILITARY HEALTH COVERAGE BY SEX BY AGE,Universe: Civilian noninstitutionalized population,1
C27008,TRICARE/MILITARY HEALTH COVERAGE BY SEX BY AGE,Universe: Civilian noninstitutionalized population,"1,5"
B27009,VA HEALTH CARE BY SEX BY AGE,Universe: Civilian noninstitutionalized population,1
C27009,VA HEALTH CARE BY SEX BY AGE,Universe: Civilian noninstitutionalized population,"1,5"
B27010,TYPES OF HEALTH INSURANCE COVERAGE BY AGE,Universe: Civilian noninstitutionalized population,"1,5"
C27010,TYPES OF HEALTH INSURANCE COVERAGE BY AGE,Universe: Civilian noninstitutionalized population,1
B27011,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS,Universe: Civilian noninstitutionalized population 19 to 64 years,"1,5"
B27012,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY WORK EXPERIENCE BY SEX,Universe: Civilian noninstitutionalized population 19 to 64 years,1
C27012,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY WORK EXPERIENCE,Universe: Civilian noninstitutionalized population 19 to 64 years,"1,5"
B27013,PRIVATE HEALTH INSURANCE BY WORK EXPERIENCE BY SEX,Universe: Civilian noninstitutionalized population 19 to 64 years,1
C27013,PRIVATE HEALTH INSURANCE BY WORK EXPERIENCE,Universe: Civilian noninstitutionalized population 19 to 64 years,"1,5"
B27014,PUBLIC HEALTH INSURANCE BY WORK EXPERIENCE BY SEX,Universe: Civilian noninstitutionalized population 19 to 64 years,1
C27014,PUBLIC HEALTH INSURANCE BY WORK EXPERIENCE,Universe: Civilian noninstitutionalized population 19 to 64 years,"1,5"
B27015,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Universe: Civilian population living in households,"1,5"
B27016,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE,Universe: Civilian noninstitutionalized population for whom poverty status is determined,1
C27016,HEALTH INSURANCE COVERAGE STATUS BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE,Universe: Civilian noninstitutionalized population for whom poverty status is determined,"1,5"
B27017,PRIVATE HEALTH INSURANCE  BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE,Universe: Civilian noninstitutionalized population for whom poverty status is determined,1
C27017,PRIVATE HEALTH INSURANCE BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE,Universe: Civilian noninstitutionalized population for whom poverty status is determined,"1,5"
B27018,PUBLIC HEALTH INSURANCE BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE,Universe: Civilian noninstitutionalized population for whom poverty status is determined,1
C27018,PUBLIC HEALTH INSURANCE BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE,Universe: Civilian noninstitutionalized population for whom poverty status is determined,"1,5"
B27019,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY AGE BY EDUCATIONAL ATTAINMENT,Universe: Civilian noninstitutionalized population 26 years and over,"1,5"
B27020,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY CITIZENSHIP STATUS,Universe: Civilian noninstitutionalized population,"1,5"
B27021,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY LIVING ARRANGEMENT,Universe: Civilian noninstitutionalized population,1
C27021,HEALTH INSURANCE COVERAGE STATUS  BY LIVING ARRANGEMENT,Universe: Civilian noninstitutionalized population,"1,5"
B27022,HEALTH INSURANCE COVERAGE STATUS BY SEX BY ENROLLMENT STATUS FOR YOUNG ADULTS AGED 19 TO 25,Universe: Civilian noninstitutionalized population 19 to 25 years,"1,5"
B27023,PRIVATE HEALTH INSURANCE BY SEX BY ENROLLMENT STATUS FOR YOUNG ADULTS AGED 19 TO 25,Universe: Civilian noninstitutionalized population 19 to 25 years,"1,5"
B28001,TYPES OF COMPUTERS IN HOUSEHOLD,Universe: Households,"1,5"
B28002,PRESENCE AND TYPES OF INTERNET SUBSCRIPTIONS IN HOUSEHOLD,Universe: Households,"1,5"
B28003,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD,Universe: Households,"1,5"
B28004,HOUSEHOLD INCOME IN THE LAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY PRESENCE AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD,Universe: Households,"1,5"
B28005,AGE BY PRESENCE OF A COMPUTER AND TYPES OF INTERNET SUBSCRIPTION IN HOUSEHOLD,Universe: Population in Households,"1,5"
B28006,EDUCATIONAL ATTAINMENT BY PRESENCE OF A COMPUTER AND TYPES OF INTERNET SUBSCRIPTION IN HOUSEHOLD,Universe: Household population 25 years and over,"1,5"
B28007,LABOR FORCE STATUS BY PRESENCE OF A COMPUTER AND TYPES OF INTERNET SUBSCRIPTION IN HOUSEHOLD,Universe: Civilian household population 16 years and over,"1,5"
B28008,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD,Universe: Population in Households,"1,5"
B28009A,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (WHITE ALONE),Universe: Population in households who are White alone,"1,5"
B28009B,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (BLACK OR AFRICAN AMERICAN ALONE),Universe: Population in households who are Black or African American alone,"1,5"
B28009C,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Universe: Population in households who are American Indian and Alaska Native alone,"1,5"
B28009D,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (ASIAN ALONE),Universe: Population in households who are Asian alone,"1,5"
B28009E,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Universe: Population in households who are Native Hawaiian and Other Pacific Islander alone,"1,5"
B28009F,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (SOME OTHER RACE ALONE),Universe: Population in households who are Some other race alone,"1,5"
B28009G,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (TWO OR MORE RACES),Universe: Population in households who are Two or more races,"1,5"
B28009H,"PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (WHITE ALONE, NOT HISPANIC OR LATINO)","Universe: Population in households who are White alone, not Hispanic or Latino","1,5"
B28009I,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (HISPANIC OR LATINO),Universe: Population in households who are Hispanic or Latino,"1,5"
B28010,COMPUTERS IN HOUSEHOLD,Universe: Households,"1,5"
B28011,INTERNET SUBSCRIPTIONS IN HOUSEHOLD,Universe: Households,"1,5"
B29001,"CITIZEN, VOTING-AGE POPULATION BY AGE",Universe: Citizens 18 years and over,"1,5"
B29002,"CITIZEN, VOTING-AGE POPULATION BY EDUCATIONAL ATTAINMENT",Universe: Citizens 18 years and over,"1,5"
B29003,"CITIZEN, VOTING-AGE POPULATION BY POVERTY STATUS",Universe: Citizens 18 years and over for whom poverty status is determined,"1,5"
B29004,"MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2019 INFLATION-ADJUSTED DOLLARS)","Universe: Households with a citizen, voting-age householder","1,5"
B98001,UNWEIGHTED HOUSING UNIT SAMPLE,Universe: Housing Units,"1,5"
B98002,UNWEIGHTED GROUP QUARTERS POPULATION SAMPLE ,Universe: Population in Group Quarters,"1,5"
B98003,UNWEIGHTED TOTAL POPULATION SAMPLE,Universe: Total population,"1,5"
B98011,HOUSING UNIT COVERAGE RATE ,Universe: Housing Units,"1,5"
B98012,TOTAL POPULATION COVERAGE RATE BY SEX ,Universe: Total Population,"1,5"
B98013,TOTAL POPULATION COVERAGE RATE BY WEIGHTING RACE AND HISPANIC OR LATINO GROUPS ,Universe: Total Population,"1,5"
B98014,GROUP QUARTERS POPULATION COVERAGE RATE ,Universe: Population in Group Quarters,"1,5"
B98021,HOUSING UNIT RESPONSE AND NONRESPONSE RATES WITH REASONS FOR NONINTERVIEWS,Universe: Housing Units,"1,5"
B98022,GROUP QUARTERS POPULATION RESPONSE AND NONRESPONSE RATES WITH REASONS FOR NONINTERVIEWS ,Universe: Population in Group Quarters,"1,5"
B98031,OVERALL PERSON CHARACTERISTIC ALLOCATION RATE,Universe: Total Population,"1,5"
B98032,OVERALL HOUSING UNIT CHARACTERISTIC ALLOCATION RATE,Universe: Total Population,"1,5"
B99011,ALLOCATION OF SEX,Universe: Total population,"1,5"
B99012,ALLOCATION OF AGE,Universe: Total population,"1,5"
B99021,ALLOCATION OF RACE,Universe: Total population,"1,5"
B99031,ALLOCATION OF HISPANIC OR LATINO ORIGIN,Universe: Total population,"1,5"
B99051,ALLOCATION OF CITIZENSHIP STATUS,Universe: Total population,"1,5"
B99052,ALLOCATION OF YEAR OF ENTRY,Universe: Population born outside the United States,"1,5"
B99052PR,ALLOCATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO,Universe: Population born outside Puerto Rico,"1,5"
B99053,ALLOCATION OF YEAR OF NATURALIZATION,Universe: Naturalized citizen population,"1,5"
B99061,ALLOCATION OF PLACE OF BIRTH,Universe: Total population,"1,5"
B99071,ALLOCATION OF MOBILITY STATUS FOR THE POPULATION 1 YEAR AND OVER,Universe: Population 1 year and over,"1,5"
B99072,ALLOCATION OF RESIDENCE 1 YEAR AGO FOR THE POPULATION 1 YEAR AND OVER,Universe: Population 1 year and over,"1,5"
B99080,ALLOCATION OF MEANS OF TRANSPORTATION TO WORK,Universe: Workers 16 years and over,"1,5"
B99081,ALLOCATION OF PLACE OF WORK,Universe: Workers 16 years and over,"1,5"
B99082,ALLOCATION OF PRIVATE VEHICLE OCCUPANCY,Universe: Workers 16 years and over,"1,5"
B99083,ALLOCATION OF TIME OF DEPARTURE TO GO TO WORK,Universe: Workers 16 years and over,"1,5"
B99084,ALLOCATION OF TRAVEL TIME TO WORK,Universe: Workers 16 years and over,"1,5"
B99085,ALLOCATION OF VEHICLES AVAILABLE FOR WORKERS,Universe: Workers 16 years and over in households,"1,5"
B99086,ALLOCATION OF MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY,Universe: Workers 16 years and over,"1,5"
B99087,ALLOCATION OF TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY,Universe: Workers 16 years and over,"1,5"
B99088,ALLOCATION OF TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY,Universe: Workers 16 years and over,"1,5"
B99089,ALLOCATION OF VEHICLES AVAILABLE FOR WORKERS FOR WORKPLACE GEOGRAPHY,Universe: Workers 16 years and over in households,"1,5"
B99092,ALLOCATION OF RELATIONSHIP,Universe: Population in households,"1,5"
B99102,ALLOCATION OF GRANDPARENTS LIVING WITH GRANDCHILDREN UNDER 18 YEARS,Universe: Population 30 years and over,"1,5"
B99103,ALLOCATION OF GRANDPARENTS RESPONSIBLE FOR GRANDCHILDREN UNDER 18 YEARS,Universe: Grandparents living with own grandchildren under 18 years,"1,5"
B99104,ALLOCATION OF LENGTH OF TIME GRANDPARENT RESPONSIBLE FOR OWN GRANDCHILDREN UNDER 18 YEARS FOR THE POPULATION 30 YEARS AND OVER,Universe: Population 30 years and over,"1,5"
B99121,ALLOCATION OF MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,Universe: Population 15 years and over,"1,5"
B99122,ALLOCATION OF DIVORCED IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER,Universe: Population 15 years and over,"1,5"
B99123,ALLOCATION OF MARRIED IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER,Universe: Population 15 years and over,"1,5"
B99124,ALLOCATION OF WIDOWED IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER,Universe: Population 15 years and over,"1,5"
B99125,ALLOCATION OF TIMES MARRIED FOR THE POPULATION 15 YEARS AND OVER,Universe: Population 15 years and over,"1,5"
B99126,ALLOCATION OF YEAR LAST MARRIED FOR THE POPULATION 15 YEARS AND OVER,Universe: Population 15 years and over,"1,5"
B99131,ALLOCATION OF MARITAL STATUS FOR FEMALES 15 TO 50 YEARS,Universe: Women 15 to 50 years,"1,5"
B99132,ALLOCATION OF FERTILITY OF WOMEN 15 TO 50 YEARS ,Universe: Women 15 to 50 years,"1,5"
B99141,ALLOCATION OF SCHOOL ENROLLMENT FOR THE POPULATION 3 YEARS AND OVER,Universe: Population 3 years and over,"1,5"
B99142,ALLOCATION OF GRADE ENROLLED FOR THE POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL,Universe: Population 3 years and over enrolled in school,"1,5"
B99151,ALLOCATION OF EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,Universe: Population 25 years and over,"1,5"
B99152,ALLOCATION OF FIELD OF DEGREE FOR POPULATION 25 YEARS AND OVER,Universe: POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT,"1,5"
B99161,ALLOCATION OF LANGUAGE STATUS FOR THE POPULATION 5 YEARS AND OVER,Universe: Population 5 years and over,"1,5"
B99162,ALLOCATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER,Universe: Population 5 years and over,"1,5"
B99163,ALLOCATION OF ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,Universe: Population 5 years and over,"1,5"
B99171,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS,Universe: Unrelated individuals 15 years and over for whom poverty status is determined,"1,5"
B99172,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES,Universe: Families,"1,5"
B99181,ALLOCATION OF DISABILITY ITEMS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION ,Universe: Civilian noninstitutionalized population,"1,5"
B99182,ALLOCATION OF HEARING DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION ,Universe: Civilian noninstitutionalized population,"1,5"
B99183,ALLOCATION OF VISION DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION ,Universe: Civilian noninstitutionalized population,"1,5"
B99184,ALLOCATION OF COGNITIVE DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 5 YEARS AND OVER,Universe: Civilian noninstitutionalized population 5 years and over,"1,5"
B99185,ALLOCATION OF AMBULATORY DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 5 YEARS AND OVER,Universe: Civilian noninstitutionalized population 5 years and over,"1,5"
B99186,ALLOCATION OF SELF-CARE DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 5 YEARS AND OVER,Universe: Civilian noninstitutionalized population 5 years and over,"1,5"
B99187,AGE BY ALLOCATION OF INDEPENDENT LIVING DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 15 YEARS AND OVER,Universe: Civilian noninstitutionalized population 15 years and over,"1,5"
B99191,ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED,Universe: Population 15 years and over,"1,5"
B99192,ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED,Universe: Households,"1,5"
B99193,ALLOCATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED,Universe: Families,"1,5"
B99194,ALLOCATION OF NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED,Universe: Nonfamily households,"1,5"
B99201,ALLOCATION OF EARNINGS IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER - PERCENT OF EARNINGS ALLOCATED,Universe: Population 16 years and over,"1,5"
B99211,ALLOCATION OF VETERAN STATUS FOR THE POPULATION 18 YEARS AND OVER,Universe: Population 18 years and over,"1,5"
B99212,ALLOCATION OF PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER,Universe: Civilian veterans 18 years and over,"1,5"
B99221,ALLOCATION OF FOOD STAMPS/SNAP RECEIPT,Universe: Households,"1,5"
B99231,ALLOCATION OF EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,Universe: Population 16 years and over,"1,5"
B99232,ALLOCATION OF WORK STATUS IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER,Universe: Population 16 years and over,"1,5"
B99233,ALLOCATION OF USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER,Universe: Population 16 years and over,"1,5"
B99234,ALLOCATION OF WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER,Universe: Population 16 years and over,1
B99241,ALLOCATION OF INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Universe: Civilian employed population 16 years and over,"1,5"
B99242,ALLOCATION OF OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Universe: Civilian employed population 16 years and over,"1,5"
B99243,ALLOCATION OF CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Universe: Civilian employed population 16 years and over,"1,5"
B99244,"ALLOCATION OF INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","Universe: Full-time, year-round civilian employed population 16 years and over","1,5"
B99245,"ALLOCATION OF OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","Universe: Full-time, year-round civilian employed population 16 years and over","1,5"
B99246,"ALLOCATION OF CLASS OF WORKER FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","Universe: Full-time, year-round civilian employed population 16 years and over","1,5"
B99252,ALLOCATION OF TENURE,Universe: Occupied housing units,"1,5"
B99253,ALLOCATION OF VACANCY STATUS,Universe: Vacant housing units,"1,5"
B99254,ALLOCATION OF ROOMS,Universe: Housing units,"1,5"
B99255,ALLOCATION OF UNITS IN STRUCTURE,Universe: Housing units,"1,5"
B99256,ALLOCATION OF YEAR STRUCTURE BUILT,Universe: Housing units,"1,5"
B99257,ALLOCATION OF YEAR HOUSEHOLDER MOVED INTO UNIT,Universe: Occupied housing units,"1,5"
B99258,ALLOCATION OF BEDROOMS,Universe: Housing units,"1,5"
B99259,ALLOCATION OF PLUMBING FACILITIES,Universe: Housing units,"1,5"
B992510,ALLOCATION OF KITCHEN FACILITIES,Universe: Housing units,"1,5"
B992511,ALLOCATION OF HOUSE HEATING FUEL,Universe: Occupied housing units,"1,5"
B992512,ALLOCATION OF VEHICLES AVAILABLE,Universe: Occupied housing units,"1,5"
B992513,ALLOCATION OF TELEPHONE SERVICE AVAILABLE,Universe: Occupied housing units,"1,5"
B992514,ALLOCATION OF MEALS INCLUDED IN RENT,Universe: Renter-occupied housing units paying cash rent,"1,5"
B992515,ALLOCATION OF CONTRACT RENT,Universe: Renter-occupied housing units,"1,5"
B992516,ALLOCATION OF RENT ASKED,"Universe: Vacant-for-rent and rented, not occupied housing units","1,5"
B992518,ALLOCATION OF GROSS RENT,Universe: Renter-occupied housing units,"1,5"
B992519,ALLOCATION OF VALUE,Universe: Owner-occupied housing units,"1,5"
B992520,ALLOCATION OF PRICE ASKED,"Universe: Vacant-for-sale-only and sold, not occupied housing units","1,5"
B992521,ALLOCATION OF MORTGAGE STATUS,Universe: Owner-occupied housing units,"1,5"
B992522,ALLOCATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS,Universe: Owner-occupied housing units,"1,5"
B992523,ALLOCATION OF SELECTED MONTHLY OWNER COSTS FOR OWNER-OCCUPIED HOUSING UNITS,Universe: Owner-occupied housing units,"1,5"
B992701,ALLOCATION OF HEALTH INSURANCE COVERAGE,Universe: Civilian noninstitutionalized population,"1,5"
B992702,ALLOCATION OF PRIVATE HEALTH INSURANCE,Universe: Civilian noninstitutionalized population,"1,5"
B992703,ALLOCATION OF PUBLIC HEALTH INSURANCE,Universe: Civilian noninstitutionalized population,"1,5"
B992704,ALLOCATION OF EMPLOYER-BASED HEALTH INSURANCE,Universe: Civilian noninstitutionalized population,"1,5"
B992705,ALLOCATION OF DIRECT-PURCHASE HEALTH INSURANCE,Universe: Civilian noninstitutionalized population,"1,5"
B992706,ALLOCATION OF MEDICARE COVERAGE,Universe: Civilian noninstitutionalized population,"1,5"
B992707,ALLOCATION OF MEDICAID/MEANS-TESTED PUBLIC COVERAGE,Universe: Civilian noninstitutionalized population,"1,5"
B992708,ALLOCATION OF TRICARE/MILITARY HEALTH COVERAGE,Universe: Civilian noninstitutionalized population,"1,5"
B992709,ALLOCATION OF VA HEALTH CARE,Universe: Civilian noninstitutionalized population,"1,5"
B99281,ALLOCATION OF HOUSEHOLD INTERNET ACCESS,Universe: Households,"1,5"
B99282,ALLOCATION OF HOUSEHOLD COMPUTER TYPE,Universe: Households,"1,5"
B99283,ALLOCATION OF HOUSEHOLD INTERNET SUBSCRIPTION TYPE,Universe: Households,"1,5"
K200101,POPULATION BY SEX,Universe: Total population,1
K200102,POPULATION UNDER 18 YEARS BY AGE ,Universe: Population under 18 years,1
K200103,MEDIAN AGE BY SEX,Universe: Total population,1
K200104,POPULATION BY AGE,Universe: Total population,1
K200201,RACE,Universe: Total population,1
K200301,HISPANIC OR LATINO ORIGIN,Universe: Total population,1
K200501,CITIZENSHIP STATUS IN THE UNITED STATES,Universe: Total population in the United States,1
K200501PR,CITIZENSHIP STATUS IN PUERTO RICO,Universe: Total population in Puerto Rico,1
K200503,PLACE OF BIRTH IN THE UNITED STATES,Universe: Total population in the United States,1
K200503PR,PLACE OF BIRTH IN PUERTO RICO,Universe: Total population in Puerto Rico,1
K200701,GEOGRAPHICAL MOBILITY IN THE PAST YEAR IN THE UNITED STATES,Universe: Population 1 year and over in the United States,1
K200701PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR IN PUERTO RICO,Universe: Population 1 year and over in Puerto Rico,1
K200801,MEANS OF TRANSPORTATION TO WORK ,Universe: Workers 16 years and over,1
K200802,TRAVEL TIME TO WORK,Universe: Workers 16 years and over who did not work at home,1
